movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
256,26885,3.5,1109532331,1,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,370,555,104,3,594,29,1984,21.27,3.76,0.82,Comedy,Drama,Romance,Thriller,Animation
261,6801,5.0,831121157,1,1994,Drama,"","",2233,3.63,0.95,95,32,110,253,329,26,1993,1.66,4.04,0.87,Drama,Thriller,Adventure,Action,Crime
273,29507,3.0,1376934930,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,362,783,"","","",3,1995,1.00,3.00,0.87,Children,Romance,Animation,Drama,Musical
282,7885,1.0,831984995,0,1994,Drama,"","",2426,3.39,1.00,50,47,21,253,165,13,1993,1.89,3.92,1.26,Thriller,Crime,Drama,Action,Comedy
288,26885,3.0,877529190,0,1994,Action,Crime,Thriller,5165,3.24,1.18,434,480,349,457,515,100,1991,10.26,3.52,0.80,Drama,Thriller,Romance,Comedy,Crime
292,11979,4.0,834041409,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,318,316,588,590,150,9,1993,2.18,4.22,0.83,Adventure,Action,Drama,Comedy,Thriller
292,15005,3.0,836926651,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,457,316,165,380,296,14,1993,1.79,3.57,1.02,Thriller,Action,Adventure,Crime,Drama
300,20536,4.0,1024812995,1,1994,Drama,"","",4445,3.68,0.82,920,50,"","","",4,1979,27.27,3.50,1.29,Crime,Mystery,Thriller,Drama,Romance
300,27742,3.0,842959772,0,1994,Drama,"","",4445,3.68,0.82,589,208,110,480,329,30,1993,1.66,3.63,0.81,Drama,Thriller,Action,Crime,Adventure
303,23705,4.0,1131977011,1,1995,Action,Thriller,Western,1485,3.06,0.94,339,780,349,317,912,51,1981,20.23,3.61,0.81,Drama,Romance,Thriller,Comedy,Action
317,2247,2.0,837258136,0,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,288,339,208,10,457,20,1993,1.70,3.35,0.67,Thriller,Crime,Action,Comedy,Adventure
318,25802,4.5,1159891473,1,1994,Crime,Drama,"",13826,4.45,0.72,912,110,141,32,357,40,1987,15.55,3.41,1.13,Thriller,Drama,Action,Mystery,Adventure
318,27236,4.0,1121559807,1,1994,Crime,Drama,"",13826,4.45,0.72,520,356,858,16,368,5,1989,9.86,4.30,0.57,Comedy,Drama,Crime,Adventure,Western
32,23705,4.5,1129839703,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,899,919,914,590,364,31,1984,18.26,3.69,0.83,Drama,Romance,Action,Adventure,Thriller
32,9026,4.0,974860654,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,543,497,440,357,21,12,1994,1.06,3.42,0.90,Comedy,Romance,Thriller,Crime,""
329,3541,3.0,900969946,0,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,357,150,110,"","",4,1994,0.50,4.50,1.00,Drama,Action,War,Adventure,IMAX
339,10810,4.0,884100331,1,1995,Comedy,Romance,"",5030,3.52,0.92,246,553,924,969,368,46,1987,15.05,3.74,0.93,Drama,Romance,Adventure,Thriller,Action
339,7368,3.0,848983244,0,1995,Comedy,Romance,"",5030,3.52,0.92,329,316,356,590,150,8,1994,1.69,3.62,0.52,Adventure,Drama,Sci-Fi,IMAX,Western
34,29918,1.0,1179771157,0,1995,Children,Drama,"",7042,3.63,1.11,50,32,1,592,318,15,1989,14.21,3.17,1.32,Crime,Thriller,Drama,Mystery,Action
344,184,2.0,840015988,0,1994,Comedy,"","",8273,2.98,1.11,380,150,590,592,"",5,1992,2.70,4.00,0.71,Adventure,Action,Thriller,Drama,Crime
344,28,2.0,834092698,0,1994,Comedy,"","",8273,2.98,1.11,296,"","","","",4,1993,2.22,2.25,1.89,Comedy,Crime,Drama,Thriller,""
356,11860,5.0,1380814424,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,150,296,593,750,527,12,1986,14.49,3.96,0.84,Drama,Crime,Thriller,War,Comedy
357,13215,2.0,1182268420,0,1994,Comedy,Romance,"",6126,3.63,0.94,25,293,778,551,923,41,1992,8.47,2.51,1.05,Drama,Thriller,Crime,Mystery,Comedy
357,2496,2.5,1182917133,0,1994,Comedy,Romance,"",6126,3.63,0.94,180,745,345,"","",11,1994,1.03,2.77,0.72,Comedy,Drama,Animation,Children,Romance
357,25531,3.5,1078544223,1,1994,Comedy,Romance,"",6126,3.63,0.94,539,454,858,292,736,34,1992,4.89,3.50,0.84,Drama,Thriller,Action,Crime,Comedy
36,25468,5.0,835688049,1,1995,Crime,Drama,"",4547,3.94,0.90,509,"","","","",3,1993,0.58,3.33,0.58,Drama,Romance,"","",""
377,28,3.0,834093204,0,1994,Action,Romance,Thriller,9053,3.49,0.94,356,555,410,213,357,29,1993,1.29,2.79,1.29,Comedy,Drama,Romance,Crime,Thriller
415,15237,4.0,848047013,1,1993,Comedy,Thriller,"",720,2.82,0.90,122,383,616,145,5,50,1991,11.42,3.48,0.54,Comedy,Action,Drama,Adventure,Thriller
434,15503,3.0,908130298,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,592,377,480,380,733,41,1992,4.87,3.29,1.10,Action,Thriller,Crime,Drama,Adventure
434,3506,4.0,836164842,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,593,292,318,316,329,16,1993,1.89,3.31,1.45,Drama,Adventure,Thriller,Crime,Action
442,3506,3.0,836165060,0,1993,Action,Adventure,Sci-Fi,4001,3.04,0.97,337,236,589,480,266,42,1993,1.56,3.33,1.12,Drama,Thriller,Action,Adventure,Sci-Fi
454,184,4.0,840016399,1,1993,Drama,Thriller,"",5500,3.51,0.81,47,480,110,410,339,31,1993,1.57,3.68,0.87,Action,Thriller,Adventure,Crime,Drama
455,29918,1.5,1263690752,0,1993,Adventure,Children,Drama,1800,2.62,1.03,628,551,750,368,586,43,1986,16.26,2.97,1.29,Thriller,Comedy,Adventure,Children,Crime
457,10810,5.0,884100523,1,1993,Thriller,"","",10736,3.97,0.78,538,339,246,553,924,50,1988,14.50,3.72,0.95,Drama,Romance,Adventure,Thriller,Action
457,15503,4.0,908129679,1,1993,Thriller,"","",10736,3.97,0.78,858,541,318,562,260,6,1985,10.19,4.67,0.52,Drama,Action,Sci-Fi,Crime,War
46,18484,3.5,1111643312,1,1995,Drama,Romance,"",711,3.25,0.95,720,480,590,457,342,24,1994,1.59,2.75,0.72,Adventure,Action,Comedy,Sci-Fi,Thriller
47,26712,5.0,1008033141,1,1995,Mystery,Thriller,"",9335,4.06,0.87,223,296,593,318,110,18,1989,12.99,4.33,0.91,Drama,Sci-Fi,Action,Thriller,Comedy
5,27099,3.0,850560624,0,1995,Comedy,"","",2629,3.06,0.98,1,780,32,141,"",8,1995,0.52,3.38,0.74,Comedy,Sci-Fi,Thriller,Adventure,Mystery
50,21689,4.0,1207878366,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,318,858,912,861,"",4,1975,24.14,4.62,0.25,Crime,Drama,Action,Comedy,Thriller
50,22480,4.0,992365628,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,247,296,125,"","",4,1984,19.86,4.00,0.82,Comedy,Crime,Drama,Thriller,""
50,25802,5.0,1159749876,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,908,920,923,553,"",9,1978,24.72,3.06,1.21,Drama,Action,Mystery,Romance,Western
500,8970,4.0,1066101351,1,1993,Comedy,Drama,"",7349,3.39,0.96,587,216,597,708,916,30,1992,7.69,3.93,0.74,Comedy,Romance,Drama,Children,Adventure
509,25531,3.5,1078544379,1,1993,Drama,Romance,"",3720,3.71,1.05,111,357,539,454,858,38,1992,5.37,3.46,0.84,Drama,Thriller,Action,Crime,Comedy
517,5886,3.5,1169863838,1,1993,Action,Drama,Mystery,755,3.11,0.91,47,741,32,541,"",18,1993,3.16,2.53,1.37,Sci-Fi,Thriller,Mystery,Action,Animation
529,184,4.0,840017983,1,1993,Drama,"","",2358,3.83,0.82,257,207,381,230,594,97,1993,5.93,3.71,0.80,Drama,Thriller,Comedy,Action,Romance
531,18484,2.0,1111643245,0,1993,Children,Drama,"",1660,3.49,0.96,720,480,590,457,342,20,1994,1.63,2.77,0.77,Adventure,Action,Comedy,Sci-Fi,Thriller
531,7425,4.0,1010780083,1,1993,Children,Drama,"",1660,3.49,0.96,318,260,858,356,"",6,1987,9.95,3.50,1.22,Drama,Crime,Comedy,Romance,War
539,27742,3.0,842960030,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,587,597,34,377,589,42,1993,1.66,3.60,0.80,Drama,Thriller,Action,Crime,Adventure
551,9026,3.0,974860376,0,1993,Animation,Children,Fantasy,4460,3.71,0.97,471,728,"","","",4,1995,0.82,3.00,1.41,Comedy,"","","",""
555,15503,5.0,908129717,1,1993,Crime,Thriller,"",3312,3.80,0.90,457,858,541,318,562,8,1987,9.42,4.38,0.74,Drama,Action,Sci-Fi,Crime,Thriller
555,20536,5.0,1024814469,1,1993,Crime,Thriller,"",3312,3.80,0.90,471,11,141,357,474,29,1992,10.32,4.45,1.09,Drama,Comedy,Crime,Thriller,Romance
565,7398,5.0,1417421583,1,1993,Drama,Horror,"",136,3.19,1.01,471,567,308,253,288,42,1982,19.64,4.29,0.90,Drama,Thriller,Crime,Comedy,Mystery
586,6661,4.0,1088458138,1,1990,Children,Comedy,"",6155,3.09,1.00,231,648,165,32,780,10,1994,2.00,3.55,1.14,Thriller,Action,Adventure,Sci-Fi,Crime
587,11979,5.0,834042039,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,552,500,527,589,273,54,1993,1.28,3.76,0.75,Drama,Action,Romance,Thriller,Adventure
588,1707,3.0,1130639129,0,1992,Adventure,Animation,Children,8980,3.67,0.92,315,904,832,"","",7,1976,24.09,3.36,0.48,Thriller,Crime,Mystery,Action,Drama
588,184,3.0,840015988,0,1992,Adventure,Animation,Children,8980,3.67,0.92,153,349,380,150,590,8,1993,2.30,3.88,0.99,Action,Adventure,Crime,Thriller,Drama
588,8970,4.0,1066099099,1,1992,Adventure,Animation,Children,8980,3.67,0.92,39,551,271,364,34,14,1994,1.09,3.82,0.72,Comedy,Children,Romance,Animation,Musical
589,18691,5.0,1046825475,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,529,456,318,225,333,47,1983,19.78,4.26,0.82,Drama,Comedy,Romance,Thriller,Crime
589,27742,4.0,842959704,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,208,110,480,329,161,25,1993,1.69,3.72,0.84,Drama,Thriller,Action,Crime,Adventure
590,20645,4.0,829400158,1,1990,Adventure,Drama,Western,9497,3.72,0.97,161,39,253,431,165,27,1994,1.47,4.33,0.68,Drama,Action,Crime,Thriller,Comedy
592,8970,3.5,1066151107,1,1989,Action,Crime,Thriller,10028,3.40,0.84,520,410,203,63,500,40,1992,8.42,3.76,0.82,Comedy,Romance,Drama,Children,Adventure
597,26885,4.0,919089444,1,1990,Comedy,Romance,"",7314,3.41,0.98,928,34,931,645,348,100,1991,9.87,3.37,0.80,Drama,Thriller,Comedy,Crime,Romance
597,8970,4.5,1066100026,1,1990,Comedy,Romance,"",7314,3.41,0.98,708,916,344,356,231,26,1992,8.22,3.98,0.67,Comedy,Romance,Children,Drama,Adventure
616,22507,3.0,1173037920,0,1970,Animation,Children,"",1726,3.38,0.93,237,273,224,348,356,96,1991,11.42,3.33,1.20,Comedy,Drama,Adventure,Romance,Action
62,16837,5.0,857769311,1,1995,Drama,"","",4221,3.70,1.00,1,780,32,141,"",7,1995,0.49,4.00,1.00,Comedy,Sci-Fi,Thriller,Adventure,Mystery
62,29507,3.0,1376952704,0,1995,Drama,"","",4221,3.70,1.00,778,25,924,357,541,72,1989,13.46,3.25,0.91,Drama,Thriller,Crime,Adventure,Children
648,20246,5.0,1378745752,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,364,25,480,953,253,66,1991,11.79,3.02,0.97,Drama,Thriller,Crime,Action,Comedy
70,29960,2.0,1059850424,0,1996,Action,Comedy,Horror,2831,3.24,1.08,913,"","","","",7,1986,20.17,2.64,1.11,Film-Noir,Mystery,"","",""
74,26929,2.0,852913509,0,1996,Drama,Romance,"",786,3.34,1.01,50,719,24,94,11,100,1991,10.87,3.39,0.92,Drama,Comedy,Action,Thriller,Romance
750,15503,3.0,908307054,0,1964,Comedy,War,"",5151,4.24,0.88,32,339,141,708,7,98,1992,7.69,3.23,1.11,Comedy,Thriller,Drama,Action,Crime
762,27099,2.0,850560707,0,1996,Comedy,Crime,"",2031,2.41,1.09,778,58,733,36,1,24,1995,0.65,3.33,0.64,Comedy,Thriller,Adventure,Drama,Sci-Fi
780,11830,3.0,854929334,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,95,"","","","",2,1995,0.71,3.50,0.71,Action,Adventure,Thriller,"",""
788,27742,3.0,848169305,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,786,36,736,608,780,58,1993,1.66,3.66,0.81,Drama,Thriller,Action,Crime,Adventure
788,29601,2.5,1238038848,0,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,597,356,919,594,48,25,1987,18.51,3.06,1.61,Children,Musical,Animation,Drama,Fantasy
805,11830,3.0,854929477,0,1996,Drama,Thriller,"",2550,3.67,0.90,784,6,95,"","",7,1995,0.49,3.57,0.79,Thriller,Action,Adventure,Crime,Comedy
805,26885,3.0,874593763,0,1996,Drama,Thriller,"",2550,3.67,0.90,25,858,778,800,728,63,1984,20.78,3.67,0.80,Comedy,Drama,Romance,Thriller,Crime
920,26929,5.0,849970854,1,1939,Drama,Romance,War,3103,3.82,1.10,225,924,362,47,434,50,1992,9.55,3.80,1.03,Thriller,Adventure,Drama,Action,Crime
924,21732,5.0,974699002,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,260,541,194,"","",5,1988,8.56,3.80,1.30,Action,Sci-Fi,Comedy,Drama,Thriller
93,9406,2.0,1225643672,0,1995,Comedy,Horror,Romance,425,2.42,1.05,253,94,318,342,595,88,1991,12.11,2.72,1.11,Drama,Children,Comedy,Romance,Adventure
930,8514,4.0,993657907,1,1946,Film-Noir,Romance,Thriller,1120,4.19,0.74,902,898,293,912,25,8,1976,24.77,4.38,0.74,Drama,Romance,War,Comedy,Western
965,21717,4.0,1110137997,1,1935,Drama,Mystery,Thriller,857,3.97,0.81,909,951,926,599,910,51,1979,21.08,3.74,1.13,Drama,Comedy,Romance,Crime,Thriller
968,23705,2.5,1129897129,0,1968,Horror,Sci-Fi,Thriller,1824,3.64,1.06,62,524,357,920,32,39,1983,18.88,3.62,0.86,Drama,Romance,Thriller,Action,Adventure
969,28844,4.0,1228170083,1,1951,Adventure,Comedy,Romance,2380,4.11,0.86,924,32,"","","",5,1984,14.08,3.10,0.65,Sci-Fi,Mystery,Thriller,Adventure,Drama
1,27546,4.5,1059331127,1,1995,Adventure,Animation,Children,10759,3.91,0.89,588,364,145,316,648,10,1994,1.75,3.95,0.60,Action,Adventure,Thriller,Sci-Fi,Comedy
10,3171,3.0,1019491476,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,21,377,539,480,589,24,1985,16.28,3.62,0.97,Drama,Comedy,Romance,Action,Sci-Fi
112,14669,3.0,858630998,0,1995,Action,Adventure,Comedy,2577,3.41,0.95,788,36,494,6,733,15,1995,0.52,4.20,0.77,Thriller,Action,Adventure,Romance,Comedy
112,3171,3.0,1019491476,0,1995,Action,Adventure,Comedy,2577,3.41,0.95,21,377,539,480,589,23,1984,16.51,3.65,0.98,Drama,Comedy,Romance,Action,Sci-Fi
135,11871,3.0,1131953825,0,1996,Comedy,"","",1390,3.00,1.06,605,905,911,900,906,82,1985,18.39,3.66,0.83,Drama,Romance,Comedy,Thriller,Action
14,13345,3.0,1111485094,0,1995,Drama,"","",1278,3.39,0.92,838,719,673,800,475,83,1990,12.72,3.65,0.66,Drama,Comedy,Thriller,Crime,Adventure
140,15902,3.0,865444815,0,1996,Drama,Romance,"",1103,3.29,1.03,805,135,7,608,260,23,1994,3.92,3.52,0.85,Thriller,Action,Adventure,Drama,Comedy
141,12137,3.0,853896255,0,1996,Comedy,"","",4859,3.52,0.96,25,17,"","","",4,1995,0.58,4.00,1.15,Drama,Romance,"","",""
150,11871,3.5,1129281016,1,1995,Adventure,Drama,IMAX,10324,3.86,0.86,457,480,356,593,317,12,1989,15.11,3.33,0.94,Drama,Thriller,Romance,Adventure,Fantasy
153,5713,3.0,840123902,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,588,349,592,"","",8,1992,2.30,3.50,0.76,Action,Crime,Thriller,Drama,Adventure
154,12315,4.0,828214011,1,1967,Drama,"","",671,3.81,0.91,2,608,21,1,32,20,1995,0.55,4.15,0.67,Drama,Thriller,Romance,Crime,Comedy
161,18888,2.0,829271657,0,1995,Drama,Thriller,War,5113,3.74,0.80,339,252,225,342,289,54,1994,1.21,4.09,1.10,Comedy,Drama,Romance,Action,Adventure
173,628,3.0,1040973259,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,39,455,345,180,316,45,1987,17.02,4.09,0.87,Drama,Action,Adventure,Comedy,Sci-Fi
188,9930,2.5,1066767415,0,1995,Fantasy,Horror,Mystery,532,3.37,1.01,206,954,911,111,211,30,1989,15.80,3.42,0.62,Drama,Comedy,Thriller,Romance,Adventure
193,12314,1.0,1094349408,0,1995,Drama,"","",1579,2.24,1.19,541,86,260,592,457,57,1989,14.16,3.36,0.89,Thriller,Drama,Action,Comedy,Adventure
195,22792,2.0,1039572190,0,1995,Comedy,Drama,Romance,707,3.09,0.88,471,539,497,898,277,31,1967,23.92,3.90,0.98,Romance,Comedy,Musical,Drama,Mystery
208,9788,4.0,839961182,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,164,481,474,457,163,42,1994,1.80,3.52,0.86,Thriller,Comedy,Drama,Crime,Western
213,8471,4.0,995303300,1,1994,Drama,"","",392,4.03,0.99,246,334,1,296,527,27,1969,23.61,4.48,0.80,Drama,Thriller,Romance,Mystery,Comedy
224,3402,4.0,1199484813,1,1995,Comedy,Drama,Romance,1882,3.46,0.93,914,252,969,852,653,75,1987,16.14,4.11,0.61,Drama,Romance,Comedy,Adventure,Action
232,19867,4.0,1105592499,1,1994,Comedy,Drama,Romance,1373,4.03,0.85,994,293,456,905,947,67,1988,15.77,3.57,0.96,Drama,Comedy,Thriller,Romance,Crime
233,26650,5.0,975037413,1,1994,Drama,"","",740,3.52,1.05,527,"","","","",2,1972,29.70,3.50,2.12,Drama,War,"","",""
239,9930,3.0,975383836,0,1995,Animation,Children,Comedy,701,3.02,1.05,616,1,917,588,596,100,1992,11.28,3.16,0.77,Comedy,Drama,Romance,Children,Thriller
252,22792,3.0,1039573316,0,1994,Comedy,Romance,"",2189,3.22,0.85,85,236,377,339,357,50,1974,23.80,3.72,0.93,Romance,Comedy,Musical,Drama,Mystery
260,3171,4.5,1151676400,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,805,466,934,940,866,100,1988,15.10,3.60,0.75,Drama,Thriller,Romance,Comedy,Crime
261,24554,4.0,1151011370,1,1994,Drama,"","",2233,3.63,0.95,468,594,708,902,919,50,1986,17.70,3.76,0.85,Drama,Comedy,Romance,Musical,Children
272,24554,5.0,1150947641,1,1994,Comedy,Drama,"",1708,3.76,0.88,953,47,300,454,539,16,1987,17.57,3.81,1.06,Romance,Comedy,Drama,Action,Animation
284,9724,2.0,1191293786,0,1993,Action,Crime,"",9,3.33,1.12,593,318,527,858,"",12,1992,6.58,3.08,1.14,Crime,Drama,War,Horror,Thriller
293,23902,3.5,1280648755,1,1994,Action,Crime,Drama,5587,4.06,0.81,903,912,296,908,353,18,1985,16.33,3.44,0.42,Thriller,Drama,Crime,Mystery,Romance
293,9788,4.0,841010913,1,1994,Action,Crime,Drama,5587,4.06,0.81,361,308,307,306,524,100,1993,1.98,3.50,1.05,Drama,Comedy,Romance,Action,Thriller
299,27749,2.0,1000809932,0,1994,Drama,"","",544,3.78,0.95,36,501,194,223,16,69,1989,13.25,4.30,0.91,Thriller,Drama,Crime,Action,Comedy
315,9788,2.0,839967975,0,1994,Action,Drama,Thriller,2376,2.90,0.99,472,433,57,514,539,100,1993,1.96,3.55,1.02,Drama,Comedy,Thriller,Action,Romance
319,12137,3.0,853899693,0,1994,Comedy,Drama,Thriller,1592,3.78,0.88,446,586,203,303,39,100,1993,6.39,3.42,0.81,Drama,Thriller,Comedy,Romance,Crime
32,4663,5.0,879013651,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,25,52,848,800,"",5,1995,0.55,4.00,0.71,Drama,Romance,Mystery,Western,Comedy
32,8613,5.0,832076649,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,300,296,"","","",15,1993,1.92,3.07,0.70,Drama,Comedy,Crime,Thriller,""
327,9930,3.0,975382853,0,1995,Action,Comedy,Sci-Fi,1560,2.81,1.25,276,186,520,547,236,100,1994,1.34,3.22,0.77,Comedy,Romance,Drama,Action,Thriller
344,4833,4.5,1235246685,1,1994,Comedy,"","",8273,2.98,1.11,409,408,524,"","",5,1994,0.71,3.40,0.65,Drama,Crime,"","",""
353,19867,3.5,1105596947,1,1994,Action,Crime,Fantasy,3640,3.50,1.00,457,337,232,994,293,76,1989,14.88,3.47,0.98,Drama,Comedy,Thriller,Romance,Crime
353,24549,4.0,960330378,1,1994,Action,Crime,Fantasy,3640,3.50,1.00,112,165,163,368,10,25,1990,8.45,3.40,1.00,Action,Crime,Thriller,Adventure,Sci-Fi
355,21421,3.0,1269057226,0,1994,Children,Comedy,Fantasy,2137,2.43,0.97,914,899,902,471,910,80,1985,17.44,3.51,1.00,Drama,Thriller,Action,Comedy,Romance
367,27749,3.0,1000839946,0,1994,Action,Comedy,Crime,7577,3.16,1.00,370,639,737,273,849,100,1993,5.78,3.22,1.21,Drama,Thriller,Comedy,Action,Crime
370,12732,4.0,847841986,1,1994,Action,Comedy,"",3087,2.96,1.05,6,36,25,204,293,79,1993,1.42,3.92,0.90,Drama,Thriller,Comedy,Action,Crime
372,9788,1.0,839961878,0,1994,Comedy,Drama,Romance,1799,3.25,0.91,144,246,222,538,440,91,1994,2.26,3.58,0.98,Drama,Thriller,Comedy,Crime,Action
413,13239,3.0,846111279,0,1994,Comedy,"","",1338,2.82,0.97,381,223,368,293,204,71,1993,1.29,3.38,0.95,Drama,Thriller,Action,Adventure,Comedy
428,14669,3.0,858632087,0,1993,Drama,"","",1080,3.83,0.75,292,474,150,47,457,54,1994,2.79,3.94,0.90,Thriller,Drama,Action,Comedy,Adventure
432,29630,4.0,845293726,1,1994,Adventure,Comedy,Western,2737,2.74,0.94,527,39,357,539,587,31,1993,1.84,4.00,0.93,Drama,Comedy,Romance,Adventure,Thriller
434,11871,4.0,1129281231,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,539,367,500,858,364,34,1991,10.00,3.63,0.72,Drama,Adventure,Thriller,Action,Comedy
434,1562,4.0,1155097131,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,587,367,733,736,47,17,1994,1.83,4.59,0.54,Thriller,Action,Drama,Comedy,Crime
435,6700,2.0,953504658,0,1993,Comedy,Sci-Fi,"",2943,2.59,0.99,196,748,332,76,329,22,1992,6.70,3.36,1.18,Sci-Fi,Action,Adventure,Thriller,Horror
442,12137,3.0,853898942,0,1993,Action,Adventure,Sci-Fi,4001,3.04,0.97,203,303,39,597,350,91,1993,6.70,3.53,0.78,Drama,Thriller,Romance,Comedy,Crime
455,343,3.5,1110857206,1,1993,Adventure,Children,Drama,1800,2.62,1.03,524,34,344,912,608,36,1987,16.38,3.08,0.96,Drama,Sci-Fi,Romance,Adventure,War
457,18814,4.5,1154400475,1,1993,Thriller,"","",10736,3.97,0.78,356,628,858,50,527,11,1992,6.79,3.77,1.19,Drama,Thriller,Comedy,Crime,Romance
474,14669,4.0,858632057,1,1993,Action,Thriller,"",4106,3.72,0.75,150,47,457,16,500,51,1994,2.86,3.96,0.92,Thriller,Drama,Comedy,Adventure,Action
474,21617,4.5,1103903938,1,1993,Action,Thriller,"",4106,3.72,0.75,786,832,318,736,480,15,1994,1.39,3.40,0.76,Thriller,Action,Crime,Drama,Adventure
477,28756,4.0,996683939,1,1993,Drama,Musical,"",982,3.54,0.85,239,905,923,953,318,100,1986,17.32,2.84,1.21,Thriller,Romance,Drama,Comedy,Adventure
480,28756,5.0,996373885,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,940,457,367,592,6,27,1986,15.13,3.78,1.01,Action,Thriller,Drama,Adventure,Crime
485,10514,2.0,1330188872,0,1993,Action,Adventure,Comedy,2880,2.78,1.00,353,594,288,293,253,63,1987,15.46,3.11,0.97,Drama,Thriller,Crime,Action,Comedy
520,21617,2.5,1104776709,0,1993,Comedy,"","",3147,3.04,1.05,916,273,230,176,465,100,1992,7.44,3.27,0.76,Drama,Action,Comedy,Thriller,Adventure
524,9930,3.0,975386882,0,1993,Drama,"","",1697,3.54,0.95,534,279,953,745,916,100,1987,17.30,3.18,0.78,Comedy,Drama,Romance,Children,Animation
527,14669,5.0,858631883,1,1993,Drama,War,"",11017,4.30,0.83,356,586,296,836,765,41,1995,3.08,3.85,0.91,Thriller,Comedy,Action,Drama,Adventure
527,28871,3.0,901143473,0,1993,Drama,War,"",11017,4.30,0.83,589,969,"","","",2,1971,28.28,4.00,0.00,Adventure,Comedy,Romance,War,Action
529,17614,5.0,1055132238,1,1993,Drama,"","",2358,3.83,0.82,50,296,21,538,232,35,1987,15.97,3.90,1.19,Drama,Comedy,Thriller,Adventure,Romance
539,12137,4.0,853898167,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,441,337,288,595,342,69,1993,3.88,3.59,0.83,Drama,Thriller,Romance,Comedy,Crime
539,13239,3.0,846110798,0,1993,Comedy,Drama,Romance,6177,3.50,0.97,500,377,454,292,185,29,1993,1.53,3.55,0.87,Thriller,Drama,Action,Adventure,Crime
539,29630,5.0,845293695,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,587,597,500,300,377,25,1992,1.99,4.00,0.87,Drama,Comedy,Romance,Adventure,Thriller
541,8471,5.0,995302073,1,1982,Action,Sci-Fi,Thriller,6635,4.14,0.88,50,899,928,919,608,16,1959,20.00,4.69,0.79,Thriller,Drama,Mystery,Romance,Comedy
542,26072,1.5,1111492534,0,1993,Comedy,Drama,Romance,774,2.85,1.11,674,838,6,21,34,31,1990,11.60,2.23,1.10,Drama,Thriller,Comedy,Romance,Action
55,15902,2.0,865445000,0,1995,Drama,"","",219,3.26,0.94,838,745,671,41,852,42,1995,2.93,3.43,0.86,Comedy,Drama,Thriller,Action,Adventure
555,15720,4.5,1426646578,1,1993,Crime,Thriller,"",3312,3.80,0.90,924,475,593,778,529,22,1974,21.49,3.80,0.50,Drama,Comedy,Crime,Romance,Thriller
58,11871,4.0,1135860758,1,1994,Comedy,Drama,Romance,2498,3.95,0.99,350,440,586,10,587,96,1986,17.66,3.61,0.79,Drama,Romance,Comedy,Thriller,Action
58,24554,5.0,1150947323,1,1994,Comedy,Drama,Romance,2498,3.95,0.99,236,497,"","","",5,1983,24.84,3.20,1.15,Comedy,Romance,Action,"",""
587,12208,4.0,965068658,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,377,539,356,928,381,87,1991,11.65,3.61,0.99,Action,Thriller,Drama,Adventure,Romance
